topic,name,solution
Words,brassard,badge worn on the arm; piece of armour for the arm
Words,brattice,fixed tower of wood on a castle wall
Words,brattice,partition in mine shaft used to support walls and roof
Words,braxy,disease of sheep causing fits
Words,bray,heraldic device of a barnacle or horse's bit
Words,brayer,instrument for spreading ink in printing
Words,bream,to clean a ship's bottom by burning off seaweed
Words,breastsummer,beam supporting front of a building; bressummer
Words,breccia,geological formation of angular fragments of rock
Words,breedbate,someone looking for an argument
Words,brehon,judge or magistrate in ancient Ireland
Words,breloque,an ornament attached to a watch
Words,breme,fierce; cruel; keen
Words,bressummer,beam supporting a wall over an opening
Words,bretasche,partition to control ventilation in a mine
Words,breve,mark over letter to indicate a short vowel sound
Words,brevet,commission enabling officer to take higher rank
Words,breviary,book containing daily church service
Words,breviate,a brief compendium; a lawyer's brief
Words,brevicaudate,short-tailed
Words,breviloquence,short-windedness; tendency towards brevity in speech
Words,breviped,short-legged creature
Words,brevipennate,having short wings
Words,briarean,many-handed
Words,bricole,harness for humans to pull heavy loads
Words,bridewell,house of corrections; jail
Words,bridgewater,anything undesirable or worthless
Words,bridoon,light military bridle
Words,brigandine,leather armour with metal scales
Words,brigantine,two-masted ship
Words,brigue,to intrigue
Words,brilliantine,light lustrous cotton and worsted fabric
Words,brilliantine,perfumed oil for making hair glossy
Words,brimborion,worthless nonsense; trash
Words,brindled,marked with streaks or spots
Words,brio,enthusiastic vigour
Words,briquet,heraldic device of a flint and steel
Words,brisure,part of a parapet breaking from the general direction
Words,britska,open four-wheeled carriage
Words,broadcloth,dense twilled wool or worsted fabric
Words,brobdingnagian,immense
Words,brocade,rich silk fabric with raised patterns
Words,brocard,elementary law or principle; canon; axiom; maxim
Words,broch,luminous ring around the moon
Words,broché,with raised pattern
Words,brochette,skewer for holding food steady while cooking
Words,brocken,two-year-old stag
Words,brockfaced,having a white mark on the face or snout
Words,brodequin,light boot worn inside heavier boots
Words,broderie,embroidery pattern
Words,brogan,strong and tough working shoe
Words,broma,food; aliment
Words,bromatology,study of food
Words,bromidrosis,strong-smelling sweat
Words,bromography,a treatise on food
Words,bromography,written description of food
Words,bromopnea,bad breath
Words,bronchos,temporary loss of voice; laryngitis
Words,bronchoscope,instrument for examining the windpipe
Words,brontology,scientific study of thunder
Words,brontomancy,divination using thunder
Words,brontophobia,fear of thunder and lightning
Words,brouette,small two-wheeled carriage
Words,brougham,one-horse closed carriage
Words,bruit,something rumoured widely; to report or spread rumour
Words,brumal,"of, like or pertaining to winter"
Words,brumous,foggy; wintry
Words,brunneous,dark brown
Words,bruxism,habitual grinding of the teeth
Words,bruxomania,compulsion for grinding teeth
Words,bryology,the study of mosses and liverworts
Words,bubaline,"of, like or pertaining to buffalo or antelopes"
Words,bubonalgia,painful inflammation of the groin
Words,buccal,"of, like or pertaining to the mouth or cheek"
Words,buccan,metal frame on which meat is dried and/or roasted
Words,buccina,Roman curved trumpet
Words,buccinal,shaped or sounding like a trumpet
Words,buccula,double chin
Words,bucentaur,legendary half-man and half-ox
Words,buck-and-wing,solo tap dance with many leg flings and leaps
Words,buckminsterfullerene,stable carbon molecule with structure like a geodesic dome
Words,buckram,stiff-finished cotton or linen used for linings of garments
Words,bucoliast,writer of pastoral poems
Words,bucolic,"of, like or pertaining to the tending of cattle; rustic; rural"
Words,buddle,sloping container for washing ore
Words,buffe,chin-piece for helmet with breathing holes
Words,bufoniform,shaped like a toad
Words,bufotenine,hallucinogen found in certain tropical toads
Words,bugaboo,loud or empty nonsense
Words,buhl,inlaying of precious material onto furniture
Words,bulbiferous,bearing bulbs
Words,bulbul,gregarious songbird
Words,bulgur,cooked broken wheat
Words,bulimy,extreme hunger
Words,bulla,round seal attached to a papal bull
Words,bullace,wild plum
Words,bullantic,"capitalized and ornamented, as letters used on papal bulls"
Words,bullary,collection of papal bulls
Words,bullate,having a blistered or puckered appearance
Words,bulliform,shaped like a blister or boil
Words,bullionism,belief in the importance of metallic currency in economics
Words,bullition,the act of boiling
Words,bullock,an ox or castrated bull
Words,bullyrag,to assault with abusive language; to badger
Words,bulse,a small bag for diamonds or gold dust
Words,bulwark,the side of a ship above the deck
Words,bumboat,small boat used in harbours to carry provisions
Words,bumicky,cement mixed with stone chips used in masonry
Words,bummel,stroll; leisurely journey
Words,bump,coarse cotton fabric
Words,bumpkin,spar projecting from stern of ship
Words,bumptious,offensively conceited or self-assertive
Words,buncombe,speech-making intended for the mass media; humbug
Words,bunt,"middle of sail, fish-net or cloth when slack"
Words,bunting,light loosely woven fabric used for flags
Words,buntline,rope attached to middle of square sail to haul it up to the yard
Words,burdet,cotton fabric
Words,burgage,tenure in socage for a yearly rent
Words,burganet,light helmet with nose and cheek protection
Words,burgee,small ship's flag used for identification or signalling
Words,burgensic,"of, like or pertaining to a borough or its citizens"
Words,burgrave,commander of a German town or castle
Words,burke,to suppress quietly; to bypass or avoid
Words,burlap,coarse plain-woven jute or hemp fabric
Words,burnet,dark brown; dark woollen cloth
Words,burrel,coarse russet cloth
Words,burrole,an eavesdropper
Words,burrstone,type of rock used to make millstones
Words,bursal,"of, like or pertaining to a state's revenues"
Words,bursary,treasury of a monastery or college
Words,burse,square cloth case to carry the corporal during Communion service
Words,bursiculate,resembling a small pouch
Words,bursiform,shaped like a pouch or purse
Words,bushwa,nonsense
Words,buskin,tragedy as a dramatic genre
Words,buss,rude or playful kiss
Words,buteonine,"of, like or pertaining to buzzards"
Words,butt,unit of volume equal to two hogsheads or 126 gallons
Words,buttery,storeroom for provisions and liquors
Words,butyraceous,"resembling, producing or having the qualities of butter"
Words,butyric,"of, like or pertaining to butter"
Words,byre,a cow barn
Words,byrnie,coat of mail or breastplate
Words,byssaceous,delicately filamentous
Words,byssiferous,having tufts or threads
Words,byssine,silky; soft; having many threads
Words,byssoid,fibrous; cottony soft
Words,byssus,mummy-wrapping fabric
Words,bywoner,agricultural labourer
Words,Word,Definition
Words,caballine,"of, like or pertaining to or suited to a horse"
Words,cabas,woman's work basket or handbag
Words,cabasset,light iron helmet
Words,cable,heavy rope or chain for mooring a ship
Words,caboched,heraldic animal shown in full face with no neck or body
Words,cabochon,highly polished convex gem
Words,caboose,kitchen on the deck of a ship
Words,cabotage,shipping and sailing between points in the same country
Words,cabré,flying upside down with tail down
Words,cabrie,a pronghorn
Words,cabrilla,Atlantic sea bass
Words,cabriole,curved furniture leg ending in a ball; exuberant dance or caper
Words,cabriolet,two-wheeled carriage
Words,cacaesthesia,morbid sensation
Words,cachaemic,having diseased or poisoned blood
Words,cachalot,sperm whale
Words,cachalot,large whale with teeth in the lower jaw
Words,cachepot,ornamental container used to conceal a flowerpot
Words,cachet,a seal of approval; a mark of prestige
Words,cachexic,having an unhealthy physical or mental state
Words,cachinnate,to laugh loudly and inappropriately
Words,cacidrosis,smelly sweat
Words,cack,rubbish; worthless nonsense
Words,cacodemomania,pathological belief that one is inhabited by an evil spirit
Words,cacodoxy,bad doctrine or wrong opinion
Words,cacoepy,poor or wrong pronunciation
Words,cacoethes,insatiable desire or mania; bad habit
Words,cacogen,antisocial person
Words,cacogenics,study of racial degeneration
Words,cacography,bad handwriting or spelling
Words,cacolet,military mule litter
Words,cacology,bad choice of words or faulty pronunciation
Words,cacomistle,raccoon-like animal of the American southwest
Words,caconym,wrongly derived name
Words,cacotopia,a state in which everything is as bad as it can be
Words,cacuminal,"retroflex, pertaining to a point, crown, top or peak"
Words,cadastre,record of ownership and value of property
Words,caddis,worsted yarn
Words,cadge,to beg or sponge from another
Words,cadilesker,chief judge in the Turkish empire
Words,cadrans,instrument by which a gem is adjusted while being cut
Words,caducary,passing or expiring due to lapse or forfeit
Words,caduceator,herald; messenger
Words,caducity,being of a transitory or impermanent nature
Words,caecity,blindness
Words,caenogenesis,process of growth in individual not common in its species
Words,caesaropapism,control of the church by a secular ruler
Words,caesious,bluish or greyish green
Words,caespitose,growing in clusters or tufts
Words,caesura,natural breathing space in a line of verse
Words,caesura,vertical  line in a text used to indicate a pause or prosodic break
Words,cafard,depression; the blues
Words,caffoy,velvety fabric
Words,cagamosis,unhappy marriage
Words,cagoule,lightweight waterproof hooded garment
Words,caiman,small alligator-like reptile
Words,cairngorm,yellow-brown quartz
Words,caisson,vehicle or chest for holding ammunition
Words,caitiff,base; cowardly; despicable
Words,cakewalk,prancing stage dance with backward tilt
Words,calamanco,satin twilled woollen fabric
Words,calamist,piper; one who plays using a reed
Words,calamus,quill or reed used as a pen
Words,calando,slowing with gradually lowering volume
Words,calandra,thick-bodied Mediterranean lark
Words,calash,light low-wheeled carriage with folding top
Words,calathiform,cup-shaped
Words,calathus,fruit basket carried on the head
Words,calcar,furnace or oven for annealing
Words,calcariferous,having or bearing spurs
Words,calcariform,spur-shaped
Words,calceate,to shoe
Words,calceiform,shaped like a slipper
Words,calciferous,bearing lime
Words,calciform,pebble-shaped
Words,calcifuge,plant that will not tolerate limy soil
Words,calcimine,to whitewash
Words,calcine,to burn so as to drive out water and carbon dioxide
Words,calcivorous,feeding on or living in limestone
Words,calcographer,one who draws with crayons or pastels
Words,calefacient,warming; anything that warms
Words,calefactory,a monastery sitting room
Words,calender,machine with rollers which presses paper or cloth
Words,calenture,tropical fever due to heat exposure
Words,calesa,small two-wheeled horse-drawn buggy
Words,calescence,increase in heat
Words,calico,plain white cotton
Words,calicular,like a chalice or cup
Words,caliginous,misty; dark; dim; obscure
Words,caliology,study of bird's nests
Words,calipace,turtle's carapace
Words,calix,cup; chalice
Words,calk,pointed piece on a horseshoe to prevent slipping
Words,callant,boy; fellow
Words,calligram,design using the letters of a word
Words,callipygous,having beautiful buttocks
Words,callisteia,awards given for beauty
Words,callithump,boisterous and noisy parade
Words,callow,unfledged; inexperienced
Words,calodemon,good or beneficial spirit
Words,calorifacient,producing or generating heat
Words,calorifics,study of heat
Words,calorimeter,instrument for measuring absorbed or evolved heat
Words,calotte,Roman Catholic skullcap
Words,calque,word or expression introduced into a language by literally translating it
Words,calumet,ornamented ceremonial pipe
Words,calumniate,to slander; misrepresent; besmirch
Words,calumny,vile misrepresentation
Words,calvary,experience of intense mental suffering
Words,calver,to prepare fish while alive or freshly caught
Words,calvities,baldness
Words,calvous,bald
Words,calycine,"of, like or pertaining to a cup or calyx"
Words,calyx,outer covering of a flower
Words,camaca,fine silk fabric
Words,camaïeu,monotonous or uninteresting play or literary work
Words,camail,chainmail armour for the neck and shoulders
Words,caman,shinty stick
Words,camarilla,secret society of favourites of the king
Words,camber,slight arch or convexity to a beam or deck of a ship
Words,cambist,person skilled in the science of financial exchange
Words,cambistry,science of international exchange
Words,cambium,soft tissue found in trees
Words,cambresine,fine linen fabric
Words,cambric,fine thin white cotton or linen fabric
Words,cameline,"of, like or pertaining to camels"
Words,camelious,jocular term describing camel's hump
Words,camelopard,giraffe
Words,camelot,newspaper vendor
Words,camelry,troops mounted on camels
Words,cameralism,mercantilism designed to increase a ruler's power
Words,camerated,divided into separate chambers
Words,cameriere,waiter or valet
Words,camerlengo,papal treasurer
Words,camisade,night attack
Words,camisole,straitjacket used for unruly prisoners
Words,camlet,strong waterproof silk or wool fabric
Words,camorra,group united for nefarious or traitorous ends
Words,camouflet,mine used to destroy underground enemy emplacement
Words,campagnol,short-tailed field mouse
Words,campaniform,bell-shaped
Words,campanile,freestanding bell tower on church property
Words,campanology,the art of bell ringing
Words,campanulate,shaped like a bell
Words,campestral,"of, like or pertaining to the country; pertaining to level ground"
Words,camsteary,perverse; unruly
Words,canaille,riffraff; proletarian; the mob; rabble
Words,canaliculate,grooved or channelled lengthwise
Words,canard,false rumour; hoax
Words,canary,lively Renaissance courtly dance
Words,cancellarial,"of, like or pertaining to a chancellor"
Words,cancellous,having a porous structure
Words,cancerophobia,fear of cancer
Words,cancriform,shaped like a crab
Words,cancrine,"of, like or pertaining to crabs; palindromic"
Words,cancrizans,moving backwards; repeating a musical theme backwards
Words,candela,unit of luminous intensity
Words,candent,heated to whiteness
Words,candescent,glowing hotly
Words,canephor,sculpted figure carrying a basket on the head
Words,canescent,hoary; tending to become white or grey
Words,caneva,fancy woollen fabric made to resemble canvas
Words,canezou,woman's garment like a blouse
Words,cang,wooden yoke hung around a criminal's neck
Words,canicide,killer of a dog
Words,canicular,"of, like or pertaining to the dog star"
Words,canities,whiteness of the hair
Words,cannel,bevel on the edge of a chisel
Words,cannelure,groove or fluting
Words,cannikin,small can or drinking vessel
Words,cannonade,an attack with heavy artillery
Words,cannonarchy,government by superior firepower or by cannons
Words,cannular,hollow or tube-shaped
Words,canoness,woman living in a community under a religious rule
Words,canonicate,the rank or office of a cannon
Words,canophilia,love or fondness for dogs
Words,canopus,vase for holding dead individual's inner organs
Words,canorous,musical; singing; resonant
Words,canque,Chinese cotton fabric
Words,cantabank,strolling singer; second-rate musician
Words,cantative,"of, like or pertaining to singing"
Words,cantatrice,female singer
Words,canter,person who makes hypocritical or affected statements
Words,canterbury,stand with divisions for holding books or music
Words,canthus,angle between eyelids at the corner of the eye
Words,canticle,short holy song or sung prayer
Words,cantillate,to chant or intone
Words,cantle,"corner, edge or slice of anything"
Words,canton,dexter chief region of a heraldic field
Words,cantonment,small military town
Words,cantorial,located on the north side of the choir in a church
Words,canzone,instrumental work that is melodious or song-like
Words,caparison,ornamented covering for a horse
Words,caparison,armour for a horse
Words,capeline,surgical bandage for the stump of amputated limb; small iron skullcap
Words,capelocracy,government by shopkeepers
Words,capias,writ authorizing the arrest of a person
Words,capillaceous,hairlike
Words,capilotade,stewed meat dish
Words,capistrate,hooded
Words,capitalism,doctrine that private ownership and free markets should govern economies
Words,capitation,numbering of individuals; head tax
Words,capitulary,"of, like or pertaining to a chapter of an organization"
Words,caple,a horse
Words,capnomancy,divination by means of smoke
Words,caponier,covered passage across a moat or ditch
Words,capreolate,having or resembling tentacles
Words,capric,"having a goatlike smell; of, like or pertaining to goats"
Words,caprifoliaceous,"of, like or pertaining to the honeysuckle plant"
Words,capriform,goatlike
Words,caprine,"of, like or pertaining to goats"
Words,capriole,leap and kick performed by a trained horse
Words,capripede,satyr
Words,capruncle,earthen vessel
Words,capstan,upright device for winding in heavy ropes or cables
Words,captation,attempt to obtain applause or recognition
Words,captious,peevish; ready to take offence or find fault
Words,capuchin,pointed hooded cloak worn by friars
Words,capybara,tailless aquatic rodent of South America
Words,caracal,long-legged nocturnal cat of African and Asian savannahs with long ears
Words,caracara,long-legged South American falcon
Words,caracole,spiral staircase; a half turn by a trained horse
Words,caravanserai,inn or rest station for caravans
Words,carbasus,lint or gauze
Words,carboniferous,bearing carbon
Words,carboy,large green bottle encased in wicker
Words,carbuncle,architectural monstrosity or eyesore; red precious stone
Words,carcanet,"ornamental necklace, collar or headband"
Words,carcelage,prison fees
Words,carceral,"of, like or pertaining to prisons"
Words,carcinology,study of crabs and other crustaceans
Words,cardialgia,heartburn
Words,cardimelech,supposed vital force causing heart to work
Words,cardinal,deep scarlet red colour
Words,cardinalitial,"of, like or pertaining to church cardinals"
Words,cardiognost,one who knows the workings of the heart
Words,cardiograph,instrument for recording movements of the heart
Words,cardioid,heart-shaped
Words,cardophagus,donkey; something that eats thistles
Words,careen,to turn a ship on its side in order to clean or repair it
Words,caret,mark used to note an omission
Words,carfax,place where four roads meet; intersection of roads at center of a town
Words,carferal,"compound of carbon, iron and aluminum"
Words,caricology,study of sedges
Words,caricous,"of, like or pertaining to figs"
Words,carillon,set of bells of different sizes
Words,carinated,shaped like the prow or keel of a ship
Words,cariniform,keel-shaped
Words,carioca,variation of the samba
Words,cariogenic,causing dental cavities
Words,cariole,light open carriage
Words,carious,"of, like or pertaining to dental cavities; decayed"
Words,caritative,generous; charitable
Words,caritive,indicating lack of something
Words,carking,imposing great hardship or strain
Words,carminative,"expelling, causing or relieving flatulence"
Words,carnaptious,bad-tempered; cantankerous
Words,carnassial,specially adapted for eating flesh
Words,carneous,fleshy; flesh-coloured; like or pertaining to flesh
Words,carnet,customs or other permit; book of coupons
Words,carniferous,bearing flesh; fleshy
Words,carnifex,executioner
Words,carnification,conversion into flesh
Words,carnificial,"of, like or pertaining to butchers or executioners"
Words,carnificine,place of execution; office of the executioner
Words,carnose,fleshy; of or like flesh
Words,caroche,stately carriage used on ceremonial occasions
Words,carpal,"of, like or pertaining to the wrist"
Words,carphology,fitful plucking movements as in delirium
Words,carpogenous,producing or bearing fruit
Words,carpology,study of fruit
Words,carpophagous,fruit-eating
Words,carrack,galleon
Words,carriwitchet,a quip or quibble; a pun; a conundrum
Words,carronade,short and light maritime cannon
Words,cartiliginous,like or composed of cartilage
Words,cartomancy,telling fortunes using playing cards
Words,cartophily,the hobby of collecting cigarette cards
Words,cartouche,oval- or scroll-shaped ornamentation on monument or tomb
Words,cartulary,keeper of monastic records
Words,carucate,as much land as a team of oxen ploughs in a season
Words,caruncle,any fleshy growth on the body
Words,caryatid,column shaped like female figure
Words,cascabel,part behind the base-ring of a cannon
Words,caschrom,spade with bent handle for tilling soil
Words,casefy,to become or make cheese-like
Words,casemate,bombproof chamber or armored compartment
Words,caseous,cheese-like
Words,casern,barrack or billet for soldiers
Words,cashmere,soft twilled fabric made of fine goat's wool
Words,cashmerette,soft imitation of cashmere
Words,casque,helmet
Words,casquet,light open-faced helmet
Words,casquetel,light steel helmet with no visor
Words,cassation,annulment; overthrow of legal decision
Words,cassideous,helmet-shaped
Words,cassimere,closely woven twilled cloth of fine wool
Words,cassock,close-fitting ankle-length clergyman's garment
Words,cassowary,large flightless Melanesian bird
Words,castaneous,chestnut-coloured
Words,castellan,governor of castle or fortification
Words,castellar,"of, like or pertaining to a castle"
Words,castellated,having battlements or turrets
Words,castophrenia,belief that one's thoughts are being stolen
Words,castory,brown colour; brown dye derived from beaver pelts
Words,castral,of or belonging to the camp
Words,castrametation,the art of designing a camp
Words,casualism,the belief that chance governs all things
Words,casuistry,plausible but flawed moral reasoning
Words,catabaptism,belief in the wrongness of infant baptism
Words,catabasis,the decline of a disease in a population
Words,catachresis,incorrect usage of a word
Words,catachthonian,underground; subterranean
Words,cataclasm,disruption; breaking down
Words,catacoustics,science of echoes or reflected sounds
Words,catadioptric,employing both reflection and refraction of light
Words,catadromous,migrating from fresh to salt water to spawn
Words,catafalque,temporary tomb used in funerals and processions
Words,catalactic,"of, like or pertaining to exchange"
Words,catalactics,science of commercial exchange
Words,catalectic,incomplete; missing final syllable
Words,catamite,boy kept for homosexual purposes
Words,catamount,any wild species of mountain lion or large cat
Words,catapedamania,obsession with jumping from high places
Words,cataphract,suit of mail; soldier in full armour; armoured ship
Words,cataphysical,unnatural
Words,cataplasm,plaster or poultice
Words,cataplexy,condition feigning death used by animals
Words,catarolysis,letting off steam by cursing
Words,catarrhine,"of, like or pertaining to Old World Monkeys"
Words,catasta,scaffold or stage for torture or selling slaves
Words,catastaltic,astringent
Words,catastasis,introductory part of speech where narrator introduces subject
Words,catastasis,part of drama with highest action; climax
Words,catastrophism,belief in rapid geological and biological change
Words,catchpole,constable; sheriff's officer
Words,catechectics,the art of teaching by question and answer
Words,catechumen,one undergoing instruction prior to conversion to Christianity
Words,catena,"series, chain or sequence"
Words,catenarian,"of, like or pertaining to chains"
Words,catenate,to connect as in or by a chain
Words,catenular,chain-like
Words,cateran,a Scottish military irregular or brigand
Words,cathead,projection near the bow of a ship to which anchor is secured
Words,cathedra,chair or throne of office for a bishop or other high official
Words,cathetometer,instrument for measuring short vertical distances
Words,cathexis,investment of emotional energy in a thought or idea
Words,cathisma,short hymn used as response
Words,cathisophobia,fear of sitting
Words,catholicon,cure-all; panacea
Words,catholicos,primate of Armenian or Nestorian church
Words,catogenic,formed from above
Words,catoptric,"of, like or pertaining to reflection or reflected light"
Words,catoptromancy,divination by examining mirror placed underwater
Words,caudal,"of, like or pertaining to the tail"
Words,caudiform,tail-like; tail-shaped
Words,caudle,warm drink given to the sick
Words,caul,net or similar covering for the head; afterbirth
Words,cauliform,shaped like or resembling a stem
Words,cauligenous,originating on the stem of a plant
Words,caulotaxy,disposition and location of branches on a stem
Words,cauponate,to engage in questionable trade for the sake of gain
Words,causative,indicating causation by
Words,causerie,chat or gossip; short and informal essay
Words,causidical,"of, like or pertaining to those who plead legal cases"
Words,causimancy,divination by means of fire
Words,cautelous,treacherous; cunning; wily; cautious
Words,cavaquinho,four-stringed Brazilian ukulele
Words,cavatina,short operatic air
Words,cavernicolous,cave-dwelling
Words,caverniloquy,cavernous voice of a patient heard over a patient's lung cavity
Words,cavernulous,full of small cavities or holes
Words,cavesson,noseband for a horse
Words,cavicorn,hollow-horned
Words,cavil,to raise trivial and frivolous objections
Words,cebocephalic,having a head shaped like a monkey's
Words,cecils,minced meat made into balls and fried
Words,cecity,blindness
Words,cecutiency,a tendency toward blindness
Words,cedilla,mark placed under letter c to indicate pronunciation as s
Words,cedrate,citron
Words,ceilometer,instrument for measuring height of cloud ceiling above earth
Words,celadon,pale green; pale green glazed pottery
Words,celation,concealment
Words,celesta,keyboard instrument with hammers that strike on steel plates
Words,celeste,sky blue
Words,celidography,"descriptions of markings on the sun, a planet or moon"
Words,cella,inner chamber of a classical temple
Words,cellarer,monastery official in charge of provisions
Words,cellaret,case or drawer for holding wine bottles
Words,celliferous,bearing cells
Words,celluliferous,bearing little cells
Words,celsitude,loftiness
Words,celt,prehistoric bevelled-edge axe
Words,celtuce,lettuce with an edible stalk
Words,cementatory,having the quality of binding or uniting firmly
Words,cementum,hard tissue covering roots of teeth
Words,cenacle,meeting or dining room; group with common interests
Words,cenacle,room where the Last Supper was eaten
Words,cenatory,"of, like or pertaining to supper"
Words,cendal,silk fabric resembling taffeta
Words,ceneromancy,divination using ashes
Words,cenobite,monk; member of religious group
Words,cenoby,monastery or convent
Words,cenophobia,fear of empty spaces
Words,cenote,deep natural well
Words,censer,vessel for burning incense in religious rituals
Words,centesimal,counting or counted by hundreds or hundredths
Words,centiloquy,"work consisting of one hundred aphorisms, attributed to Ptolemy"
Words,centner,old unit of weight equal to about 110 pounds
Words,cento,patchwork composition; collection of short quotations
Words,centrobaric,"of, like or pertaining to the centre of gravity"
Words,centuple,hundred-fold
Words,cep,brown edible mushroom
Words,cepaceous,smelling or tasting of garlic or onion
Words,cephalate,having a head
Words,cephaligation,placing of major organs and bodily functions in the head
Words,cephalonomancy,divination by boiling an ass head
Words,cephalophore,decapitated saint depicted with head tucked under arm
Words,cephalopod,creature with tentacles or limbs attached to head
Words,cepivorous,onion-eating
Words,ceraceous,resembling wax
Words,ceramography,historical description of types of pottery
Words,cerated,covered with wax
Words,ceratoid,shaped like a horn; horny
Words,ceraunograph,instrument for recording thunder and lightning
Words,ceraunomancy,divination using thunderbolts
Words,ceraunoscopy,divination using lightning
Words,cerberic,vigilant; dragon-like; like Cerberus
Words,cercopithecan,"of, like or pertaining to long-tailed monkeys"
Words,cercus,tail-like appendage
Words,cerebration,unconscious action of the brain
Words,cerements,clothes placed on a deceased individual
Words,cerge,large wax candle burned before the altar
Words,ceriferous,producing wax
Words,cerise,bright reddish-pink
Words,cernuous,drooping or hanging
Words,cerography,writing or printing on plates spread with wax
Words,ceromancy,divination by means of wax drippings
Words,ceroscopy,divination using wax
Words,certes,in truth; certainly
Words,cerulean,sky-blue; dark blue
Words,cerumen,ear wax
Words,ceruminiferous,bearing or yielding ear wax
Words,cervelat,short bassoon-like instrument
Words,cervelat,smoked pork sausage
Words,cervelliere,steel cap worn under a great helm
Words,cervicide,killing of a deer
Words,cervicorn,branching like antlers
Words,cervine,"of, pertaining to or resembling deer, elk or moose"
Words,cervisial,"of, like or pertaining or pertaining to beer"
Words,cesious,bluish-grey
Words,cespitous,composed of or resembling turf
Words,cessionary,someone to which something is ceded
Words,cetacean,"type of aquatic mammal, including whales and dolphins"
Words,cete,collective name for a group of badgers
Words,ceticide,killing of whales and other cetaceans
Words,cetology,study of whales and dolphins
Words,cevesaile,ornamental corner of a coat
Words,chabouk,horse-whip
Words,chaconne,Spanish baroque dance in triple time
Words,chad,bits of paper punched out of paper tape or cards
Words,chaetiferous,bearing bristles; bristly
Words,chaetophorous,in need of a shave
Words,chaffer,to bargain or haggle
Words,chain,unit of length equal to 22 yards
Words,chaise,light open carriage for one or two people
Words,chalastic,laxative
Words,chalcography,the art of engraving on copper or brass
Words,chalcotriptics,art of taking rubbings from ornamental brasses
Words,chaldron,old unit of dry volume equal to between 32 and 72 bushels
Words,challis,"soft lightweight silk, wool or cotton fabric"
Words,chalypsography,art of engraving on steel
Words,chambranle,decoration around a door frame or fireplace
Words,chambray,lightweight fabric with coloured warp and white filling
Words,chambré,wine kept at room temperature
Words,chamfer,to channel or make furrows upon; to bevel
Words,chamfrain,piece of leather to protect a war horse's face
Words,chamois,cotton fabric made in imitation of chamois leather
Words,chamois,goatlike antelope of mountainous regions of Europe
Words,champaign,level countryside or plain
Words,champerty,illegal contract to finance a lawsuit for a percentage fee
Words,chancel,part of church containing altar and seats for choir
Words,chancery,church office dealing with legal matters and archives
Words,chandelle,sharp upward turn in aviation
Words,chantage,blackmail to prevent exposure of scandalous facts
Words,chanter,part of bagpipes on which the melody is played
Words,chanticleer,a rooster
Words,chantry,chapel or altar built for prayers for its benefactor's soul
Words,chaology,the study of chaos or chaos theory
Words,chaomancy,divination by examining phenomena of the air
Words,chapbook,small independently produced popular book
Words,chaplet,circlet or wreath for the head; short string of prayer beads
Words,chaptalize,to add extra sugar to wine to raise alcohol content
Words,charabanc,open tourist coach
Words,characterology,study of development of character
Words,charientism,expression of an unpleasant thing in an agreeable manner; euphemism
Words,charivari,cacophonous mock-serenade performed for wedding
Words,chark,to burn wood to charcoal
Words,Charleston,fast-paced 1920s dance characterized by energetic kicking
Words,charmante,silk fabric with a crepe back
Words,charmeuse,soft and satiny silk fabric
Words,charnel,room where corpses are placed
Words,charnel,hinge of a helmet for the visor
Words,charpie,shredded lint used to dress wounds
Words,chartaceous,papery
Words,charterhouse,Carthusian monastic building
Words,chartreuse,yellow-green colour
Words,chary,discreetly cautious or sparing
Words,chasmogamy,opening of a flower in order to be fertilized
Words,chasmophile,lover of nooks and crannies
Words,chasmophilous,"fond of nooks, crevices and crannies"
Words,chasseur,hunter; liveried hotel attendant
Words,chasuble,sleeveless ecclesiastical garment
Words,chatelaine,"female castle owner, manager or caretaker"
Words,chatelaine,ring attached to belt for carrying keys
Words,chaton,setting or stone of a finger-ring
Words,chatoyant,with a changing lustre; iridescent
Words,chauffer,small furnace
Words,chausses,mail coverings for the lower legs and feet
Words,chaussures,general name for boots and shoes; footwear
Words,chawdron,entrails
Words,cheiloplasty,plastic surgery on the lip
Words,cheiloproclitic,attracted to lips
Words,cheliferous,bearing pincers or claws
Words,cheliform,shaped like a pincer
Words,chelonian,"of, like or pertaining to tortoises or turtles"
Words,chenille,"velvety silk, wool or cotton fabric with protruding pile"
Words,chernozem,black earth typically found in cool grassland climates
Words,chersonese,peninsula
Words,chesil,gravel
Words,chessel,cheese-mould
Words,chevalet,bridge of a stringed instrument
Words,chevaline,horse meat
Words,chevaster,double bandage for supporting chin in case of broken jaw
Words,chevelure,nebulous part of a comet
Words,cheverel,soft; flexible kidskin leather
Words,chevet,east end of a church
Words,cheville,unnecessary word used to extend line of verse
Words,cheviot,coarse heavy plain or twilled wool or worsted
Words,chevisance,resource; achievement; gain
Words,chevon,goat flesh
Words,chevrotain,small deer-like mammal
Words,chevrotain,small cloven-footed deerlike animal of southeast Asia
Words,chiaroscuro,juxtaposition of light and shade in artwork or literature
Words,chiasmus,contrast by parallelism in reverse order
Words,chicanery,clever but misleading talk; deception
Words,chiffon,sheer silk fabric
Words,chiffonier,chest of drawers
Words,chignon,knot or roll of hair worn at the back of the head
Words,chilgoza,edible pine seed
Words,chiliad,one thousand
Words,chiliahedron,one-thousand sided solid figure
Words,chiliarchy,government by one thousand people
Words,chiliasm,belief that Jesus will reign on Earth for a thousand years
